wojewodztwo,powiat_miasto,liczba_przypadkow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
dolnoœl¹skie,o³awski,0,0,0,0,0,7,1,123,114,3,111,0,t0215,2021-06-08
dolnoœl¹skie,polkowicki,0,0,0,0,0,9,1,47,63,0,63,0,t0216,2021-06-08
dolnoœl¹skie,strzeliñski,1,0.23,0,0,0,6,1,20,36,1,35,0,t0217,2021-06-08
dolnoœl¹skie,œredzki,3,0.54,0,0,0,7,0,102,78,3,75,0,t0218,2021-06-08
dolnoœl¹skie,œwidnicki,2,0.13,0,0,0,10,0,199,182,3,179,0,t0219,2021-06-08
dolnoœl¹skie,trzebnicki,1,0.12,0,0,0,6,1,211,117,1,116,0,t0220,2021-06-08
dolnoœl¹skie,wa³brzyski,0,0,1,1,0,4,0,25,74,1,73,0,t0221,2021-06-08
dolnoœl¹skie,wo³owski,1,0.21,0,0,0,9,0,79,48,1,47,0,t0222,2021-06-08
dolnoœl¹skie,wroc³awski,3,0.19,0,0,0,15,2,287,267,4,262,1,t0223,2021-06-08
dolnoœl¹skie,z¹bkowicki,1,0.16,0,0,0,11,0,46,55,1,54,0,t0224,2021-06-08
dolnoœl¹skie,zgorzelecki,3,0.34,0,0,0,6,2,80,45,4,41,0,t0225,2021-06-08
dolnoœl¹skie,z³otoryjski,1,0.23,0,0,0,3,3,59,46,1,45,0,t0226,2021-06-08
dolnoœl¹skie,Jelenia Góra,1,0.13,0,0,0,8,2,67,122,1,119,2,t0261,2021-06-08
dolnoœl¹skie,Legnica,2,0.20,3,3,0,13,2,183,107,2,104,1,t0262,2021-06-08
dolnoœl¹skie,Wroc³aw,9,0.14,2,2,0,99,11,1711,1419,11,1400,8,t0264,2021-06-08
dolnoœl¹skie,Wa³brzych,1,0.09,0,0,0,3,0,70,183,1,182,0,t0265,2021-06-08
kujawsko-pomorskie,aleksandrowski,1,0.18,0,0,0,5,0,34,71,1,70,0,t0401,2021-06-08
kujawsko-pomorskie,brodnicki,0,0,0,0,0,4,1,48,85,0,84,1,t0402,2021-06-08
kujawsko-pomorskie,bydgoski,3,0.25,0,0,0,16,0,150,178,3,174,1,t0403,2021-06-08
kujawsko-pomorskie,che³miñski,0,0,0,0,0,6,0,34,49,0,49,0,t0404,2021-06-08
kujawsko-pomorskie,golubsko-dobrzyñski,0,0,0,0,0,3,0,20,37,1,36,0,t0405,2021-06-08
kujawsko-pomorskie,grudzi¹dzki,0,0,0,0,0,2,0,14,47,0,46,1,t0406,2021-06-08
kujawsko-pomorskie,inowroc³awski,0,0,1,1,0,14,0,117,168,0,167,1,t0407,2021-06-08
kujawsko-pomorskie,lipnowski,0,0,0,0,0,2,1,78,76,0,75,1,t0408,2021-06-08
kujawsko-pomorskie,mogileñski,1,0.22,0,0,0,6,0,18,46,1,45,0,t0409,2021-06-08
kujawsko-pomorskie,nakielski,1,0.12,0,0,0,7,0,58,76,1,74,1,t0410,2021-06-08
kujawsko-pomorskie,radziejowski,0,0,0,0,0,9,0,56,30,0,29,1,t0411,2021-06-08
kujawsko-pomorskie,rypiñski,0,0,0,0,0,2,0,27,42,0,42,0,t0412,2021-06-08
kujawsko-pomorskie,sêpoleñski,1,0.24,0,0,0,4,1,101,44,1,43,0,t0413,2021-06-08
kujawsko-pomorskie,œwiecki,2,0.20,1,0,1,13,1,118,156,3,152,1,t0414,2021-06-08
kujawsko-pomorskie,toruñski,0,0,0,0,0,12,0,64,113,0,112,1,t0415,2021-06-08
kujawsko-pomorskie,tucholski,0,0,0,0,0,3,0,17,52,0,52,0,t0416,2021-06-08
kujawsko-pomorskie,w¹brzeski,0,0,0,0,0,4,0,15,43,0,43,0,t0417,2021-06-08
kujawsko-pomorskie,w³oc³awski,0,0,1,0,1,6,0,64,121,1,120,0,t0418,2021-06-08
kujawsko-pomorskie,¿niñski,0,0,0,0,0,5,2,38,50,1,49,0,t0419,2021-06-08
kujawsko-pomorskie,Bydgoszcz,5,0.14,1,0,1,37,3,398,726,8,716,2,t0461,2021-06-08
kujawsko-pomorskie,Grudzi¹dz,0,0,1,0,1,5,1,99,120,0,120,0,t0462,2021-06-08
kujawsko-pomorskie,Toruñ,1,0.05,1,0,1,19,2,126,279,2,277,0,t0463,2021-06-08
kujawsko-pomorskie,W³oc³awek,1,0.09,1,0,1,5,2,110,157,2,155,0,t0464,2021-06-08
lubelskie,bialski,2,0.18,0,0,0,10,1,106,123,2,121,0,t0601,2021-06-08
lubelskie,bi³gorajski,2,0.20,0,0,0,14,1,198,136,2,133,1,t0602,2021-06-08
lubelskie,che³mski,4,0.51,1,0,1,12,1,84,95,4,90,1,t0603,2021-06-08
lubelskie,hrubieszowski,1,0.16,0,0,0,6,0,29,105,1,102,2,t0604,2021-06-08
lubelskie,janowski,2,0.44,2,1,1,6,0,50,43,3,40,0,t0605,2021-06-08
lubelskie,krasnostawski,5,0.79,0,0,0,4,1,55,87,5,82,0,t0606,2021-06-08
lubelskie,kraœnicki,0,0,0,0,0,9,0,109,96,0,96,0,t0607,2021-06-08
lubelskie,lubartowski,1,0.11,1,0,1,5,1,74,77,1,76,0,t0608,2021-06-08
lubelskie,lubelski,2,0.13,0,0,0,15,1,189,189,2,187,0,t0609,2021-06-08
lubelskie,³êczyñski,0,0,0,0,0,6,0,82,120,0,119,1,t0610,2021-06-08
lubelskie,³ukowski,0,0,1,0,1,4,0,81,91,0,89,2,t0611,2021-06-08
lubelskie,opolski,0,0,0,0,0,2,1,101,56,1,55,0,t0612,2021-06-08
lubelskie,parczewski,2,0.58,0,0,0,4,0,37,61,2,59,0,t0613,2021-06-08
lubelskie,pu³awski,0,0,0,0,0,42,2,389,167,0,167,0,t0614,2021-06-08
lubelskie,radzyñski,0,0,0,0,0,4,1,45,81,0,81,0,t0615,2021-06-08
lubelskie,rycki,0,0,0,0,0,5,0,60,66,0,66,0,t0616,2021-06-08
lubelskie,œwidnicki,0,0,1,1,0,10,1,49,82,0,82,0,t0617,2021-06-08
lubelskie,tomaszowski,0,0,0,0,0,6,1,65,87,0,87,0,t0618,2021-06-08
lubelskie,w³odawski,2,0.52,2,0,2,1,0,21,42,2,39,1,t0619,2021-06-08
lubelskie,zamojski,2,0.19,0,0,0,7,0,111,99,2,96,1,t0620,2021-06-08
lubelskie,Bia³a Podlaska,1,0.17,0,0,0,6,0,60,89,1,88,0,t0661,2021-06-08
lubelskie,Che³m,0,0,0,0,0,6,0,96,83,1,82,0,t0662,2021-06-08
lubelskie,Lublin,6,0.18,1,0,1,49,3,377,568,6,560,2,t0663,2021-06-08
lubelskie,Zamoœæ,0,0,0,0,0,6,1,44,62,0,62,0,t0664,2021-06-08
lubuskie,gorzowski,0,0,0,0,0,3,0,176,112,0,112,0,t0801,2021-06-08
lubuskie,kroœnieñski,1,0.18,0,0,0,4,3,57,69,1,68,0,t0802,2021-06-08
lubuskie,miêdzyrzecki,1,0.17,0,0,0,7,0,56,119,1,118,0,t0803,2021-06-08
lubuskie,nowosolski,0,0,0,0,0,6,0,93,136,0,136,0,t0804,2021-06-08
lubuskie,s³ubicki,0,0,0,0,0,5,1,78,63,0,63,0,t0805,2021-06-08
lubuskie,strzelecko-drezdenecki,0,0,0,0,0,4,1,38,46,0,46,0,t0806,2021-06-08
lubuskie,sulêciñski,1,0.28,0,0,0,1,0,51,74,1,73,0,t0807,2021-06-08
lubuskie,œwiebodziñski,1,0.18,0,0,0,1,0,96,88,1,87,0,t0808,2021-06-08
lubuskie,zielonogórski,1,0.13,1,0,1,10,0,71,108,1,105,2,t0809,2021-06-08
lubuskie,¿agañski,0,0,1,1,0,6,0,53,103,0,103,0,t0810,2021-06-08
lubuskie,¿arski,1,0.10,0,0,0,10,0,82,124,1,123,0,t0811,2021-06-08
lubuskie,wschowski,1,0.26,0,0,0,1,1,29,34,1,33,0,t0812,2021-06-08
lubuskie,Gorzów Wielkopolski,0,0,0,0,0,11,1,204,184,0,184,0,t0861,2021-06-08
lubuskie,Zielona Góra,1,0.07,0,0,0,13,3,251,265,1,263,1,t0862,2021-06-08
³ódzkie,be³chatowski,2,0.18,0,0,0,10,0,138,126,2,124,0,t1001,2021-06-08
³ódzkie,kutnowski,1,0.10,0,0,0,12,0,183,137,1,135,1,t1002,2021-06-08
³ódzkie,³aski,2,0.40,0,0,0,18,0,70,71,2,69,0,t1003,2021-06-08
³ódzkie,³êczycki,1,0.20,1,0,1,11,0,100,78,1,77,0,t1004,2021-06-08
³ódzkie,³owicki,1,0.13,1,0,1,2,0,205,95,3,92,0,t1005,2021-06-08
³ódzkie,³ódzki wschodni,2,0.28,0,0,0,17,2,128,152,2,149,1,t1006,2021-06-08
³ódzkie,opoczyñski,0,0,0,0,0,2,0,47,101,0,98,3,t1007,2021-06-08
³ódzkie,pabianicki,4,0.34,2,0,2,34,3,164,225,4,219,2,t1008,2021-06-08
³ódzkie,pajêczañski,0,0,0,0,0,5,0,60,68,0,68,0,t1009,2021-06-08
³ódzkie,piotrkowski,0,0,1,1,0,13,0,118,163,0,163,0,t1010,2021-06-08
³ódzkie,poddêbicki,1,0.24,0,0,0,4,3,83,62,3,58,1,t1011,2021-06-08
³ódzkie,radomszczañski,2,0.18,0,0,0,7,1,189,181,2,179,0,t1012,2021-06-08
³ódzkie,rawski,0,0,0,0,0,12,0,400,120,0,120,0,t1013,2021-06-08
³ódzkie,sieradzki,1,0.09,0,0,0,10,0,177,138,1,135,2,t1014,2021-06-08
³ódzkie,skierniewicki,0,0,0,0,0,4,1,62,58,1,54,3,t1015,2021-06-08
³ódzkie,tomaszowski,3,0.26,1,0,1,8,1,135,209,4,204,1,t1016,2021-06-08
³ódzkie,wieluñski,1,0.13,0,0,0,10,0,84,127,1,126,0,t1017,2021-06-08
³ódzkie,wieruszowski,0,0,0,0,0,2,1,40,45,0,45,0,t1018,2021-06-08
³ódzkie,zduñskowolski,1,0.15,0,0,0,12,2,57,112,1,111,0,t1019,2021-06-08
³ódzkie,zgierski,2,0.12,1,1,0,17,3,241,279,3,274,2,t1020,2021-06-08
³ódzkie,brzeziñski,0,0,0,0,0,4,0,39,53,0,53,0,t1021,2021-06-08
³ódzkie,£ódŸ,11,0.16,6,0,6,207,5,1860,1443,18,1417,8,t1061,2021-06-08
³ódzkie,Piotrków Trybunalski,0,0,0,0,0,8,0,66,167,0,166,1,t1062,2021-06-08
³ódzkie,Skierniewice,1,0.21,0,0,0,10,0,97,71,1,70,0,t1063,2021-06-08
ma³opolskie,bocheñski,0,0,0,0,0,12,1,59,158,0,157,1,t1201,2021-06-08
ma³opolskie,brzeski,0,0,0,0,0,5,1,72,143,0,143,0,t1202,2021-06-08
ma³opolskie,chrzanowski,1,0.08,1,1,0,13,0,77,172,1,171,0,t1203,2021-06-08
ma³opolskie,d¹browski,0,0,0,0,0,3,0,73,76,0,76,0,t1204,2021-06-08
ma³opolskie,gorlicki,3,0.28,0,0,0,5,0,113,143,3,138,2,t1205,2021-06-08
ma³opolskie,krakowski,6,0.21,0,0,0,33,6,442,496,6,489,1,t1206,2021-06-08
ma³opolskie,limanowski,0,0,0,0,0,7,1,71,135,0,135,0,t1207,2021-06-08
ma³opolskie,miechowski,1,0.21,0,0,0,4,0,37,54,1,53,0,t1208,2021-06-08
ma³opolskie,myœlenicki,1,0.08,0,0,0,10,0,103,183,1,181,1,t1209,2021-06-08
ma³opolskie,nowos¹decki,0,0,0,0,0,6,0,96,216,0,216,0,t1210,2021-06-08
ma³opolskie,nowotarski,1,0.05,0,0,0,8,0,97,282,2,275,5,t1211,2021-06-08
ma³opolskie,olkuski,2,0.18,2,1,1,13,0,156,78,2,76,0,t1212,2021-06-08
ma³opolskie,oœwiêcimski,3,0.20,0,0,0,15,1,123,150,3,145,2,t1213,2021-06-08
ma³opolskie,proszowicki,0,0,0,0,0,2,1,69,44,0,44,0,t1214,2021-06-08
ma³opolskie,suski,0,0,0,0,0,5,0,82,106,0,106,0,t1215,2021-06-08
ma³opolskie,tarnowski,0,0,2,0,2,12,0,155,195,0,195,0,t1216,2021-06-08
ma³opolskie,tatrzañski,1,0.15,0,0,0,2,0,57,128,1,127,0,t1217,2021-06-08
ma³opolskie,wadowicki,1,0.06,0,0,0,10,0,147,167,2,165,0,t1218,2021-06-08
ma³opolskie,wielicki,2,0.15,0,0,0,10,0,157,173,2,169,2,t1219,2021-06-08
ma³opolskie,Kraków,9,0.12,1,1,0,122,8,1477,1290,9,1281,0,t1261,2021-06-08
ma³opolskie,Nowy S¹cz,3,0.36,0,0,0,0,0,37,99,3,96,0,t1262,2021-06-08
ma³opolskie,Tarnów,2,0.18,0,0,0,7,0,99,113,2,111,0,t1263,2021-06-08
mazowieckie,bia³obrzeski,1,0.30,1,1,0,2,0,357,43,1,42,0,t1401,2021-06-08
mazowieckie,ciechanowski,0,0,0,0,0,9,1,105,126,0,126,0,t1402,2021-06-08
mazowieckie,garwoliñski,2,0.18,0,0,0,11,0,102,96,2,93,1,t1403,2021-06-08
mazowieckie,gostyniñski,0,0,0,0,0,1,0,330,54,0,54,0,t1404,2021-06-08
mazowieckie,grodziski,0,0,0,0,0,20,1,320,139,0,139,0,t1405,2021-06-08
mazowieckie,grójecki,1,0.10,0,0,0,16,0,2667,176,1,173,2,t1406,2021-06-08
mazowieckie,kozienicki,0,0,0,0,0,6,0,375,73,1,72,0,t1407,2021-06-08
mazowieckie,legionowski,1,0.08,0,0,0,17,1,159,358,38,314,6,t1408,2021-06-08
mazowieckie,lipski,0,0,0,0,0,7,0,59,40,0,40,0,t1409,2021-06-08
mazowieckie,³osicki,1,0.33,0,0,0,6,0,40,38,1,37,0,t1410,2021-06-08
mazowieckie,makowski,0,0,0,0,0,0,1,26,27,0,27,0,t1411,2021-06-08
mazowieckie,miñski,0,0,0,0,0,14,1,158,217,0,215,2,t1412,2021-06-08
mazowieckie,m³awski,0,0,0,0,0,7,0,87,89,0,89,0,t1413,2021-06-08
mazowieckie,nowodworski,0,0,0,0,0,5,3,315,113,0,113,0,t1414,2021-06-08
mazowieckie,ostro³êcki,2,0.23,0,0,0,5,0,56,58,3,54,1,t1415,2021-06-08
mazowieckie,ostrowski,0,0,0,0,0,6,0,56,61,0,61,0,t1416,2021-06-08
mazowieckie,otwocki,0,0,0,0,0,23,2,219,167,0,166,1,t1417,2021-06-08
mazowieckie,piaseczyñski,6,0.32,3,0,3,13,5,775,429,11,417,1,t1418,2021-06-08
mazowieckie,p³ocki,0,0,1,0,1,10,0,755,133,0,130,3,t1419,2021-06-08
mazowieckie,p³oñski,0,0,0,0,0,9,0,4165,174,0,174,0,t1420,2021-06-08
mazowieckie,pruszkowski,4,0.24,0,0,0,16,1,363,336,9,324,3,t1421,2021-06-08
mazowieckie,przasnyski,0,0,0,0,0,2,0,28,60,0,60,0,t1422,2021-06-08
mazowieckie,przysuski,0,0,0,0,0,2,0,102,41,0,41,0,t1423,2021-06-08
mazowieckie,pu³tuski,0,0,0,0,0,1,0,53,43,0,43,0,t1424,2021-06-08
mazowieckie,radomski,0,0,0,0,0,21,1,247,209,0,209,0,t1425,2021-06-08
mazowieckie,siedlecki,1,0.12,0,0,0,7,0,143,89,1,88,0,t1426,2021-06-08
mazowieckie,sierpecki,0,0,0,0,0,4,0,29,54,0,54,0,t1427,2021-06-08
mazowieckie,sochaczewski,5,0.59,0,0,0,21,0,423,115,5,110,0,t1428,2021-06-08
mazowieckie,soko³owski,1,0.19,0,0,0,6,0,47,31,1,30,0,t1429,2021-06-08
mazowieckie,szyd³owiecki,1,0.25,0,0,0,7,1,48,53,1,52,0,t1430,2021-06-08
mazowieckie,warszawski zachodni,0,0,0,0,0,12,0,273,222,0,222,0,t1432,2021-06-08
mazowieckie,wêgrowski,0,0,1,0,1,7,3,75,50,0,50,0,t1433,2021-06-08
mazowieckie,wo³omiñski,3,0.12,0,0,0,30,5,388,378,5,369,4,t1434,2021-06-08
mazowieckie,wyszkowski,1,0.13,0,0,0,4,0,59,39,1,37,1,t1435,2021-06-08
mazowieckie,zwoleñski,0,0,0,0,0,3,0,225,57,1,56,0,t1436,2021-06-08
mazowieckie,¿uromiñski,0,0,0,0,0,0,0,3,42,0,42,0,t1437,2021-06-08
mazowieckie,¿yrardowski,2,0.26,1,1,0,4,2,163,101,2,99,0,t1438,2021-06-08
mazowieckie,Ostro³êka,0,0,0,0,0,3,0,17,25,0,25,0,t1461,2021-06-08
mazowieckie,P³ock,1,0.08,1,0,1,14,2,198,189,1,188,0,t1462,2021-06-08
mazowieckie,Radom,4,0.19,2,1,1,35,3,250,321,6,314,1,t1463,2021-06-08
mazowieckie,Siedlce,0,0,0,0,0,10,1,92,115,0,114,1,t1464,2021-06-08
mazowieckie,Warszawa,21,0.12,9,0,9,217,22,4444,4098,92,3989,17,t1465,2021-06-08
opolskie,brzeski,4,0.45,0,0,0,7,0,108,80,4,75,1,t1601,2021-06-08
opolskie,g³ubczycki,2,0.44,0,0,0,5,1,38,51,2,47,2,t1602,2021-06-08
opolskie,kêdzierzyñsko-kozielski,2,0.21,0,0,0,5,1,102,140,2,136,2,t1603,2021-06-08
opolskie,kluczborski,0,0,0,0,0,5,2,35,46,0,46,0,t1604,2021-06-08
opolskie,krapkowicki,0,0,0,0,0,3,0,81,77,0,76,1,t1605,2021-06-08
opolskie,namys³owski,0,0,0,0,0,1,0,35,33,0,33,0,t1606,2021-06-08
opolskie,nyski,3,0.22,0,0,0,6,2,135,145,3,142,0,t1607,2021-06-08
opolskie,oleski,1,0.16,0,0,0,3,1,35,63,1,62,0,t1608,2021-06-08
opolskie,opolski,0,0,0,0,0,10,1,216,141,1,136,4,t1609,2021-06-08
opolskie,prudnicki,1,0.18,0,0,0,2,3,50,65,4,61,0,t1610,2021-06-08
opolskie,strzelecki,0,0,0,0,0,7,0,48,86,0,86,0,t1611,2021-06-08
opolskie,Opole,0,0,0,0,0,31,4,686,265,0,261,4,t1661,2021-06-08
podkarpackie,bieszczadzki,0,0,0,0,0,2,0,12,29,0,29,0,t1801,2021-06-08
podkarpackie,brzozowski,0,0,0,0,0,5,0,20,45,0,45,0,t1802,2021-06-08
podkarpackie,dêbicki,2,0.15,0,0,0,15,0,73,163,3,160,0,t1803,2021-06-08
podkarpackie,jaros³awski,1,0.08,0,0,0,12,0,97,154,1,153,0,t1804,2021-06-08
podkarpackie,jasielski,0,0,0,0,0,18,1,78,158,0,158,0,t1805,2021-06-08
podkarpackie,kolbuszowski,0,0,0,0,0,7,0,24,69,0,69,0,t1806,2021-06-08
podkarpackie,kroœnieñski,0,0,0,0,0,10,0,80,83,0,83,0,t1807,2021-06-08
podkarpackie,le¿ajski,0,0,0,0,0,9,1,45,89,0,89,0,t1808,2021-06-08
podkarpackie,lubaczowski,0,0,0,0,0,1,0,18,79,0,79,0,t1809,2021-06-08
podkarpackie,³añcucki,0,0,0,0,0,9,0,43,129,1,128,0,t1810,2021-06-08
podkarpackie,mielecki,0,0,1,0,1,7,1,156,127,5,122,0,t1811,2021-06-08
podkarpackie,ni¿añski,0,0,0,0,0,6,1,82,77,0,77,0,t1812,2021-06-08
podkarpackie,przemyski,0,0,0,0,0,16,0,62,128,0,128,0,t1813,2021-06-08
podkarpackie,przeworski,0,0,0,0,0,6,0,42,67,0,67,0,t1814,2021-06-08
podkarpackie,ropczycko-sêdziszowski,0,0,0,0,0,11,0,35,71,1,70,0,t1815,2021-06-08
podkarpackie,rzeszowski,0,0,0,0,0,37,1,121,211,0,211,0,t1816,2021-06-08
podkarpackie,sanocki,0,0,0,0,0,4,1,38,116,0,116,0,t1817,2021-06-08
podkarpackie,stalowowolski,0,0,0,0,0,4,0,68,136,1,135,0,t1818,2021-06-08
podkarpackie,strzy¿owski,0,0,0,0,0,2,0,32,52,0,52,0,t1819,2021-06-08
podkarpackie,tarnobrzeski,1,0.19,0,0,0,1,0,34,81,3,78,0,t1820,2021-06-08
podkarpackie,leski,0,0,0,0,0,2,0,17,43,0,43,0,t1821,2021-06-08
podkarpackie,Krosno,0,0,0,0,0,10,0,54,50,0,50,0,t1861,2021-06-08
podkarpackie,Przemyœl,0,0,0,0,0,6,2,64,118,0,117,1,t1862,2021-06-08
podkarpackie,Rzeszów,0,0,0,0,0,78,2,311,316,0,316,0,t1863,2021-06-08
podkarpackie,Tarnobrzeg,0,0,0,0,0,2,0,19,65,2,61,2,t1864,2021-06-08
podlaskie,augustowski,0,0,0,0,0,1,0,30,53,1,52,0,t2001,2021-06-08
podlaskie,bia³ostocki,0,0,0,0,0,10,0,156,155,0,154,1,t2002,2021-06-08
podlaskie,bielski,0,0,0,0,0,5,0,104,70,0,70,0,t2003,2021-06-08
podlaskie,grajewski,0,0,0,0,0,2,1,20,51,1,50,0,t2004,2021-06-08
podlaskie,hajnowski,1,0.24,0,0,0,0,0,20,51,2,49,0,t2005,2021-06-08
podlaskie,kolneñski,0,0,0,0,0,1,1,6,26,0,25,1,t2006,2021-06-08
podlaskie,³om¿yñski,0,0,0,0,0,1,0,21,39,0,39,0,t2007,2021-06-08
podlaskie,moniecki,0,0,1,0,1,0,1,27,39,0,39,0,t2008,2021-06-08
podlaskie,sejneñski,0,0,0,0,0,1,0,10,22,0,22,0,t2009,2021-06-08
podlaskie,siemiatycki,0,0,0,0,0,1,0,36,35,0,35,0,t2010,2021-06-08
podlaskie,sokólski,0,0,1,0,1,5,3,47,52,0,51,1,t2011,2021-06-08
podlaskie,suwalski,1,0.28,1,0,1,6,1,29,42,2,40,0,t2012,2021-06-08
podlaskie,wysokomazowiecki,0,0,0,0,0,4,0,29,44,0,44,0,t2013,2021-06-08
podlaskie,zambrowski,1,0.23,0,0,0,2,1,61,70,2,64,4,t2014,2021-06-08
podlaskie,Bia³ystok,4,0.13,1,0,1,26,5,275,343,4,339,0,t2061,2021-06-08
podlaskie,£om¿a,0,0,0,0,0,0,3,53,50,0,50,0,t2062,2021-06-08
podlaskie,Suwa³ki,0,0,0,0,0,4,0,69,121,0,121,0,t2063,2021-06-08
pomorskie,bytowski,1,0.13,0,0,0,6,0,74,137,1,134,2,t2201,2021-06-08
pomorskie,chojnicki,0,0,0,0,0,7,1,102,100,0,100,0,t2202,2021-06-08
pomorskie,cz³uchowski,0,0,0,0,0,4,3,49,70,0,70,0,t2203,2021-06-08
pomorskie,gdañski,0,0,0,0,0,16,2,196,207,0,204,3,t2204,2021-06-08
pomorskie,kartuski,0,0,0,0,0,10,0,182,217,0,217,0,t2205,2021-06-08
pomorskie,koœcierski,1,0.14,0,0,0,2,0,31,128,2,126,0,t2206,2021-06-08
pomorskie,kwidzyñski,0,0,0,0,0,12,0,90,81,1,79,1,t2207,2021-06-08
pomorskie,lêborski,0,0,0,0,0,4,0,39,87,0,87,0,t2208,2021-06-08
pomorskie,malborski,0,0,0,0,0,10,3,89,104,1,102,1,t2209,2021-06-08
pomorskie,nowodworski,0,0,0,0,0,2,0,47,59,0,59,0,t2210,2021-06-08
pomorskie,pucki,0,0,0,0,0,7,2,171,137,1,136,0,t2211,2021-06-08
pomorskie,s³upski,1,0.10,1,0,1,10,0,127,185,1,184,0,t2212,2021-06-08
pomorskie,starogardzki,0,0,0,0,0,14,0,76,140,0,140,0,t2213,2021-06-08
pomorskie,tczewski,0,0,0,0,0,16,2,169,177,1,173,3,t2214,2021-06-08
pomorskie,wejherowski,0,0,0,0,0,32,1,225,342,1,339,2,t2215,2021-06-08
pomorskie,sztumski,2,0.49,0,0,0,5,0,30,70,3,67,0,t2216,2021-06-08
pomorskie,Gdañsk,2,0.04,0,0,0,56,5,1150,998,2,988,8,t2261,2021-06-08
pomorskie,Gdynia,0,0,0,0,0,38,3,353,440,1,438,1,t2262,2021-06-08
pomorskie,S³upsk,1,0.11,0,0,0,7,0,92,163,1,162,0,t2263,2021-06-08
pomorskie,Sopot,0,0,0,0,0,7,0,77,76,0,76,0,t2264,2021-06-08
œl¹skie,bêdziñski,0,0,0,0,0,21,1,173,199,0,199,0,t2401,2021-06-08
œl¹skie,bielski,0,0,0,0,0,18,1,114,184,0,182,2,t2402,2021-06-08
œl¹skie,cieszyñski,1,0.06,0,0,0,15,4,178,212,1,209,2,t2403,2021-06-08
œl¹skie,czêstochowski,3,0.22,0,0,0,19,1,92,203,4,198,1,t2404,2021-06-08
œl¹skie,gliwicki,1,0.09,0,0,0,15,2,106,146,1,145,0,t2405,2021-06-08
œl¹skie,k³obucki,1,0.12,0,0,0,9,0,77,120,2,118,0,t2406,2021-06-08
œl¹skie,lubliniecki,3,0.39,0,0,0,9,2,70,99,4,95,0,t2407,2021-06-08
œl¹skie,miko³owski,3,0.30,1,0,1,11,0,91,169,3,166,0,t2408,2021-06-08
œl¹skie,myszkowski,0,0,0,0,0,4,1,55,104,0,104,0,t2409,2021-06-08
œl¹skie,pszczyñski,2,0.18,2,1,1,9,2,87,119,3,115,1,t2410,2021-06-08
œl¹skie,raciborski,3,0.28,1,0,1,17,1,101,115,4,110,1,t2411,2021-06-08
œl¹skie,rybnicki,0,0,0,0,0,15,0,73,102,1,101,0,t2412,2021-06-08
œl¹skie,tarnogórski,0,0,0,0,0,12,2,111,218,1,217,0,t2413,2021-06-08
œl¹skie,bieruñsko-lêdziñski,0,0,0,0,0,5,1,67,66,0,65,1,t2414,2021-06-08
œl¹skie,wodzis³awski,1,0.06,0,0,0,14,2,130,173,1,171,1,t2415,2021-06-08
œl¹skie,zawierciañski,0,0,0,0,0,12,0,77,164,1,163,0,t2416,2021-06-08
œl¹skie,¿ywiecki,2,0.13,1,0,1,5,1,115,186,3,183,0,t2417,2021-06-08
œl¹skie,Bielsko-Bia³a,3,0.18,1,1,0,14,1,208,231,3,228,0,t2461,2021-06-08
œl¹skie,Bytom,1,0.06,0,0,0,19,2,103,169,1,167,1,t2462,2021-06-08
œl¹skie,Chorzów,0,0,0,0,0,15,1,81,143,0,143,0,t2463,2021-06-08
œl¹skie,Czêstochowa,3,0.14,0,0,0,25,5,222,355,5,348,2,t2464,2021-06-08
œl¹skie,D¹browa Górnicza,3,0.25,0,0,0,19,2,133,181,3,178,0,t2465,2021-06-08
œl¹skie,Gliwice,2,0.11,0,0,0,16,1,369,267,2,264,1,t2466,2021-06-08
œl¹skie,Jastrzêbie-Zdrój,4,0.45,0,0,0,12,0,50,149,4,144,1,t2467,2021-06-08
œl¹skie,Jaworzno,0,0,0,0,0,10,1,76,137,0,137,0,t2468,2021-06-08
œl¹skie,Katowice,1,0.03,2,0,2,38,2,567,498,3,493,2,t2469,2021-06-08
œl¹skie,Mys³owice,1,0.13,0,0,0,4,0,69,90,1,89,0,t2470,2021-06-08
œl¹skie,Piekary Œl¹skie,2,0.36,1,0,1,5,1,36,50,2,48,0,t2471,2021-06-08
œl¹skie,Ruda Œl¹ska,0,0,0,0,0,19,0,176,169,0,168,1,t2472,2021-06-08
œl¹skie,Rybnik,3,0.22,1,0,1,10,3,135,188,4,182,2,t2473,2021-06-08
œl¹skie,Siemianowice Œl¹skie,0,0,0,0,0,5,1,65,95,0,95,0,t2474,2021-06-08
œl¹skie,Sosnowiec,1,0.05,0,0,0,26,0,228,273,3,269,1,t2475,2021-06-08
œl¹skie,Œwiêtoch³owice,0,0,1,0,1,6,1,40,56,0,56,0,t2476,2021-06-08
œl¹skie,Tychy,0,0,0,0,0,15,3,142,218,1,216,1,t2477,2021-06-08
œl¹skie,Zabrze,1,0.06,0,0,0,21,1,205,165,1,163,1,t2478,2021-06-08
